news,class_international,class_sci-tech & agri,class_sport,class_sunday magazine
"Humpy. File photo
| Photo Credit: GIRI KVS
With chess back in this year’s Hangzhou Asian Games, in China, India has begun its preparations by short-listing 20 probables — 10 men and 10 women — with an eye on winning maximum out of the 12 medals across four events.As per the players’ international ratings, the All India Chess Federation (AICF) has prepared the probables’ list headed by Vidit Gujrathi (men) and K. Humpy (women).
The probables:

Men: Vidit Gujarathi, P Harikrishna, Nihal Sarin, S. L. Narayanan, K. Sasikiran, B Adhiban, M. Karthikeyan, Arjun Erigaisi, Abhijeet Gupta and Surya Shekhar Ganguly.

Women: K Humpy, D Harika, R. Vaishali, Tania Sachdev, Bhakti Kulkarni, Vantika Agrawal, Mary Ann Gomes, Soumya Swaminathan, Eesha Karavade and D",0,0,1,0
"India's Lakshya Sen Sindhu hits a shot to India's Srikanth Kidambi during the men's singles semi-final badminton match of the BWF World Championships in Huelva, on December 18, 2021. (Photo by JOSE JORDAN / AFP)
| Photo Credit: JOSE JORDAN
The non-availability of leading playerswill see India field depleted squads at the Asian team badminton championship at Shah Alam, Malaysia, from Feb. 15 to 20.
The squad: Men: Lakshya Sen, Mithun Manjunath, Kiran George, Raghu M;
Doubles: P.S. Ravikrishna & S. Udayakumar, Hariharan Amsakarunan & Ruban Kumar, Dingku Konthoujam & Manjit Khwairakpam.

Women: Malvika Bansod, Aakarshi Kashyap, Ashmita Chaliha, Tara Shah;
Doubles: Simran Singhi & Khushi Gupta, V. Nila & R. Arul Bala, Aarthi Sara Sunil & Riza Mahreen
",0,0,1,0
,0,0,1,0
"Pround moment: The winners Alwin, Jagan, Ryhana and Rajini with MMSC president Ajit Thomas and vice-president Vicky Chandhok. Special Arrangement
Veteran Rajini Krishnan (RACR Castrol Power1 Ultimate) scripted a masterclass to finish third and seal the title in the premier Pro-Stock 301-400cc category on the concluding day of the fifth and final round of the MRF MMSC FMSCI Indian National Motorcycle Racing Championship at the MMRT here on Saturday.It was the 41-year old Chennai star’s first National crown in 10 years and 10th National championship.Also annexing the National title was 19-year old Chennai collegian Alwin Sundar (AS Motorsports) in the Novice (Stock 165cc) category despite finishing second behind Allwin Xavier (Sparks Racing).In the girls’ category, Ryhana Bee (RACR Castrol Power1 Ultimate), also from Chennai, marked her comeback after a year’s absence due to injury, by winning the fifth consecutive race. She had sealed the championship after the fourth round but ensured she closed out the season on a winning note.
Provisional results (six laps unless mentioned):
Pro-Stock 301-400cc (race-2, 8 laps): 1. Rahil Shetty (Gusto Racing, Hyderabad) 15m, 12.661s); 2. Anish Damodara Shetty (Race Concepts, Bengaluru) 15:17.595; 3. Rajini Krishnan (RACR Castrol Power1 Ultimate, Chennai) 15:31.119.
National champion: Rajini;
Team championship: TVS Racing;
Manufacturer championship: KTM.

Pro-Stock 165cc Open (race-2, 8 laps): 1. K.Y. Ahamed (TVS Racing, Chennai) 15:41.370; 2. Deepak Ravikumar (TVS Racing, Chennai) 15:41.461; 3. Rajiv Sethu (Idemitsu Honda SK69 Racing) 15:42.251.
National champion: Jagan Kumar (TVS Racing, Chennai);
Team championship: TVS Racing;
Manufacturer championship: TVS.

Novice (Stock 165cc) (race-3): 1. Allwin Xavier (Sparks Racing, Thrissur) 12:53.797; 2. Alwin Sundar (AS Motorsports, Chennai) 12:54.438; 3. Jinendra Kiran Sangave (Sparks Racing, Kolhapur) 13:03.099.
National champion: Alwin;
Team Championship: Sparks Racing.

Girls (Stock 165cc) 5 laps: 1. Ryhana Bee (RACR Castrol Power1 Ultimate, Chennai) 10:53.980; 2. Lani Zena Fernandez (Speed Up Racing, Puducherry) 10:55.735; 3. Ann Jennifer (Sparks Racing, Chennai) 11:04.284.
National champion: Ryhana Bee;
Team Championship: RACR Castrol Power1 Ultimate.

TVS One-Make Championship (Open, Apache RR310): Race-1: 1. N. Jagadeesh 11:46.912; 2. S. Navaneeth Kumar 11:48.365; 3. Amarnath Menon 11:49.054;
Race-2: 1. Amarnath (11:50.667); 2. P. Ananthraj 11:50.961; 3. Manoj Yesuadiyan 11:51.838.
Champion: Amarnath.

Rookie (Apache RTR 200) (race-2): 1. Chiranth Viswanath 12:48.129; 2. Jinendra Kiran Sangave 12:48.443; 3. Shreyas Hareesh Cooparam 12:48.457;
Race-3: 1. Chiranth (12:42.924); 2. Jinendra (12:43.614); 3. K.R. Tamizhinian 12:44.221.
Champion: Jinendra.
Idemitsu Honda India Talent Cup — NSF 250R (race-2, 8 laps): 1. Sarthak Chavan 14:45.513; 2. Kavin Quintal 14:54.015; 3. Mohsin Paramban 14:55.452.
Champion: Kavin.

CBR 150 (race-2): 1. Theopaul Leander 17:13.251; 2. Siddesh Sawant 17:13.492; 3. Raheesh Khatri 17:14.100.
Race-3: 1. Theopaul (13:03.492); 2. Siddesh (13:04.026); 3. Vivek Gaurav 13:04.517.
Champion: Prakash Kamat.

Hornet 2.0 (support class, race-3): 1. G. Balaji 13:33.889; 2. Udayi Prakash 13:34.521; 3. Shankar Guru 13:38.138.
Champion: Kevin Kannan.

TVS Media (Apache RTR 200, 5 laps): 1. Soham Thakur (11:46.045); 2. Manaal Mahatme (12:15.099); 3. Ajinkya Lad (12:16.537).
Champion: Soham
.

Our c",0,0,1,0
"t a time when the format that was once derided as pyjama cricket is struggling to remain relevant, it is back in the limelight.Even as cricket fans continue to wonder who India’s next Test captain will be and who their favourite IPL franchise will sign/buy at the mega-auction next weekend, all eyes would be on Motera come Sunday afternoon.Great significanceIndia’s three-match ODI series versus the West Indies, starting at the Narendra Modi Stadium, will be significant in more ways than one. Besides being Virat Kohli’s maiden appearance under Rohit Sharma’s captaincy, Sunday’s series-opener will also be a historic milestone in India’s glorious ODI cricket history.The two-time World champion will become the first team to feature in 1,000 ODIs. Despite the challenges in getting the ideal combination on the park due to COVID-19-related issues, India will be hoping to celebrate the occasion with a win and get its 2023 World Cup preparation back on track.The ODI series whitewash in South Africa last month was an eye-opener on how India needs to tick multiple boxes in order to repeat the 2011 heroics when the World Cup will return to home soil in 2023. Ditto is the case with the West Indies, who suffered a shock series defeat at the hands of Ireland in its last ODI assignment.As a result, veteran Kemar Roach has been recalled after being out of limited-overs cricket for more than two years.India will see Rohit’s return to the field after missing the South Africa tour due to a recurring hamstring injury. Besides proving his fitness, the versatile batter will also need to ensure that Rohit the captain, gets the best out of Kohli the batter.With Shikhar Dhawan ruled out of the first two ODIs and K.L. Rahul unavailable for the opening match, the onus will yet again be on Rohit and Kohli. It will also be interesting to see whether Yuzvendra Chahal and Kuldeep Yadav can revive their magical partnership in the spin department and give India the much-needed impetus. If Rohit-Kohli and Kul-Cha can find their mojo, the euphoria of ODI cricket may have more than a thousand reasons to last for another week.
The teams (from):

India: Rohit Sharma (Capt.), Virat Kohli, Suryakumar Yadav, Deepak Hooda, Rishabh Pant (wicket-keeper), Deepak Chahar, Shardul Thakur, Yuzvendra Chahal, Kuldeep Yadav, Washington Sundar, Ravi Bishnoi, Mohd. Siraj, Prasidh Krishna, Avesh Khan, Ishan Kishan, and Shahrukh Khan.

West Indies: Kieron Pollard (Capt.), Nicholas Pooran (Vice-Capt.), Fabian Allen, Darren Bravo, Roston Chase, Sheldon Cottrell, Dominic Drakes, Jason Holder, Shai Hope, Akeal Hosein, Brandon King, Kyle Mayers, Rovman Powell, Romario Shepherd, Odean Smith, and Hayden Walsh Jr.

Match starts at 1.30 p.m.

Our code of ",0,0,1,0
"Matthew August. Special Arrangement
Prime Volleyball League (PVL) outfit Kolkata Thunderbolts’ American middle blocker Matthew August feels his team captain Ashwal Rai can achieve great heights if he gets the right kind of exposure.August — who bagged a silver medal in the NORCECA championship with the USA National team in 2019 and played in the USA professional league National Volleyball Association (NVA) and the Czech Republic league (Extraliga) — is delighted to know that fellow middle blocker Ashwal is keen to learn from him.“He is one of the most talented and gifted athletes I have seen in volleyball. As a middle blocker, it is fun watching him play. He is a very unique athlete — very tall, strong and a high jumper.“I am learning from him right now. But I will help him as much as possible if he wants and wherever he needs. “I think he can be one of the greats of the sport in general in the whole world. If he gets the exposure that he deserves, he can do amazing things for volleyball,” August said to
The Hindu
.
Back in the mixThe 25-year-old, who switched to coaching to take care of his mental health after spending two years overseas playing for nine to 10 months a year, looked forward to playing again in the PVL.“My experience (here) has been amazing so far… In Europe, you have people from all over the world come in and share their experiences. You learn a lot of different things.“Having the foreigners here is doing the same thing for the Indian players.“I share my ideas with younger middles (middle blockers) and I am learning from them as well. Just take different styles of what they are doing.”August said more exposure could improve the standard of Indian volleyball players.“The more players you get, the stronger this country will be. That is the key to expanding any nation’s volleyball community and expertise. It’s just the exposure that can take them forward.“Skill level is amazing (here). All these players are very passionate about the game, very athletic.“I am very keen to see the athleticism and strengths of other Indian players.“From the foreigner side, I know most of the foreigners. And I know they will help the teams they are in. This league is going to be very strong,” he said.
Our code of editorial values 
Prin",0,0,1,0
"ven before Ishan Kishan was officially announced as a member of India’s ODI squad for the three-match series versus the West Indies, captain Rohit Sharma announced the southpaw as his opening partner for Sunday’s series-opener at the Narendra Modi Stadium.Only option“Ishan is the only option we have and he will open. Mayank (Agarwal) was added to the squad but he has still not finished his quarantine since he joined slightly late, so Ishan will open tomorrow, unless there is an injury. Fingers crossed nothing like that happens,” Rohit said on Satuday.With Shikhar Dhawan and Ruturaj Gaikwad having been ruled out of the first two games after being down with COVID-19 infection and K.L. Rahul unavailable for the first match, the BCCI ealier in the week had announced that Mayank Agarwal had been asked to join as back-up for the ODI squad.On Saturday evening, the BCCI announced Ishan and Shahrukh Khan’s inclusion in the squad with Dhawan, Gaikwad and Shreyas Iyer in Covid-enforced isolation. Ishan will look to cement his place in the side and serve a reminder to IPL franchises ahead of the player auction.Rohit insisted that despite taking over the ODI captaincy, the vision and the approach of the team will more or less remain the same with an eye on the 2023 World Cup.“When Virat was the captain, I was the vice-captain.We pretty much went about the team in a similar fashion. I just have taken it from where he left. The team pretty much knows what is expected of them. We want to continue the same template,” Rohit said.Not much to change“There is not much we want to change, we have a good team, we have good players. Just that in certain occasions, there will be situations presented in front of us where we have to change our game a little bit. It is just that adaptability and being open to different things at different points we have spoken of. There is nothing that I need to change something drastically.”With Kohli having resigned as Test captain after India lost the series in South Africa, Rohit was expectedly asked about whether he was ready to take over the mantle in the longest format as well. The seasoned pro left it outside the off-stump.“Let’s leave the Test captaincy discussion for another day. For the time being, I am completely focused on the ODI and the T20I series versus West Indies,” Rohit said.
Our c",0,0,1,0
"On the prowl: Bawa bowled an outstanding spell to finish with a five-for. Twitter/BCCI
India was all over England before a gritty 95 by James Rew saved his team’s blushes, lifting it to 189 all out in the final of the Under-19 World Cup here on Saturday.Medium-pacer Raj Bawa (five for 31) ran through the England middle-order after the in-from left-arm seamer Ravi Kumar (four for 34) had struck two early blows.England was 91 for seven when Rew and James Sales (34 not out) defied India with a 93-run eight-wicket stand. Rew was unlucky to miss a hundred as he hit straight to the deep midwicket fielder. England’s innings ended soon after.Earlier, after England opted to bat, India struck in the second over when Ravi sent back Jacob Bethell (2).Ravi struck again in the next over, castling England skipper Tom Prest. Bawa then got into the act, picking up the important wicket of Thomas.He was on a hat-trick as George Bell had no answer to a peach of a delivery that reared up and took a deflection to wicketkeeper Dinesh Bana. Rew and Sales then rescued England.
The scores:

England 189 in 44.5 overs (James Rew 95, James Sales 34 n.o., Ravi Kumar 4/34, Raj Bawa 5/31) ",0,0,1,0
"Hanging tough: Sousa saved three matchpoints to turn the tables on Ymer. Special Arrangement
Finland youngster Emil Ruusuvuori earned a shot at his maiden ATP World Tour title with a hard-fought win over Kamil Majchrzak while Joao Sousa edged out Elias Ymer after saving three match points in high-quality semifinals at the Tata Open Maharashtra here on Saturday.Majchrzak got himself to a position where he could have served for the second set to force a decider, but it was the 22-year-old Ruusuvuori who emerged a 6-3, 7-6(0) winner after one hour and 46 minutes of engrossing tennis at the Balewadi Sports Complex.In the other semifinal, World No. 137 Sousa used all his experience to wriggle out of a tough situation against the talented Swede Ymer before winning 5-7, 7-6(4), 7-5 in three hours and 13 minutes.The first semifinal featured intense rallies right from the beginning with both Ruusuvuori, ranked 87th, and the 95th-ranked Majchrzak displaying their range of shots. It was only in the eighth game that a break opportunity opened up for the Finnish player which he utilised and went on to win the set.In the second, it was Majchrzak who broke in the eighth game. However, he was broken while serving for the set as Ruusuvuori stormed back into the set and blanked his opponent in the tie-breaker.In the other last-four clash, early breaks and solid holds put Ymer in the driver’s seat as the Swede raced to a 4-1 lead. Sousa, however, got a break back in the sixth game. The experienced Portuguese, despite facing two set points, managed to make it 5-5 with another break in the 10th game.Ymer picked himself up and earned another break with an exquisite backhand winner after an intense rally. Sousa netted a forehand on the next point to drop serve before the Swede served out the set with ease.In the second, Sousa kept his nerve to win the tie-breaker 7-4. In the 10th game of the decider, Sousa was down 15-40 but managed to save both match points. Though Ymer earned a third matchpoint in the game, he missed it with a backhand return error.The Portuguese battled on and made his first matchpoint opportunity count in the 12th g",0,0,1,0
"rainer Pesi Shroff’s unbeaten filly Miracle, who is in great heart as evidenced by her morning trials, should score over her rivals in the Kingfisher Ultra Indian Derby (Gr. 1), the blue riband event of the Indian racing calendar to be run here on Sunday (Feb. 6).There will be no false rails.PLAY.RWITC.COM MILLION
(1,000m), Cl. III, rated 40 to 66 — 1.15 p.m.: 1. Columbian (4) Kirtish 59, 2. Pokerface (5) Yash Narredu 59, 3. Spring Grove (6) Parmar 55, 4. Sky Fall (2) Neeraj 53, 5. Dilbar (1) Kaviraj 52, 6. Red Carnation (3) Dashrath 50 and 7. Impermanence (7) P. Dhebe 49.
1. SPRING GROVE,2. COLUMBIAN,3. DILBARBREEDERS’ PRODUCE STAKE
(Gr. 3) (1,400m), (Terms), 3-y-o only — 1.45: 1. Last Wish (2) Antony Raj 57, 2. Supernatural (4) P.S. Chouhan 57, 3. Dear Lady (1) Neeraj 55.5, 4. O Hansini (3) P. Dhebe 55.5, 5. Shabelle (5) Akshay Kumar 55.5 and 6. Mufaza (6) Parmar 54.
1. SUPERNATURAL,2. O HANSINISIR HOMI MEHTA MILLION
(1,600m), (Terms) Maiden, 3-y-o only — 2.15: 1. Fortunate Son (6) Parmar 56, 2. Hooves Of Thunder (3) Neeraj 56, 3. Kings Best (2) T.S. Jodha 56, 4. O Kanhaiya (1) P. Dhebe 56, 5. Sadler’s Legacy (4) Yash Narredu 56 and 6. Chat (5) Trevor 54.5.
1. CHAT,2. HOOVES OF THUNDERRUSI PATEL TROPHY
(Gr. 3) (1,600m) (Terms), 4-y-o & over — 2.45: 1. Cosmic Ray (6) Suraj Narredu 59, 2. Taimur (5) C.S. Jodha 55.5, 3. Flying Visit (1) Antony Raj 54, 4. Grand Accord (8) Bhawani 54, 5. Sultan Suleiman (4) T.S. Jodha 54, 6. Victorious Sermon (7) Zervan 54, 7. Petronia (2) Trevor 53 and 8. Giant Star (3) Neeraj 52.5.
1. COSMIC RAY,2. SULTAN SULEIMAN,3. GIANT STARZAVARAY S. POONAWALLA ECLIPSE STAKES OF INDIA
(Gr. 2) (2,000m) (Terms), 4-y-o & over — 3.15: 1. Juliette (1) C.S. Jodha 59, 2. Alluring Silver (2) P.S. Chouhan 57, 3. Forest Flame (6) Suraj Narredu 57, 4. Caprisca (5) Dashrath 50.5, 5. Truly Epic (4) P. Dhebe 50.5 and 6. Successor (3) Parmar 49.
1. JULIETTE,2. FOREST FLAMEB.K. RATTONSEY MEMORIAL MAIDEN MULTI-MILLION
(1,200m), (Terms) Maiden, 3-y-o only — 3.45: 1. Dexa (3) C.S. Jodha 56, 2. Emperor Roderic (5) C. Umesh 56, 3. Tyrone Black (6) Dashrath 56, 4. Balenciaga (4) Parmar 54.5, 5. Liberation (2) Bhawani 54.5 and 6. Snowfall (1) Akshay Kumar 54.5.
1. EMPEROR RODERIC,2. BALENCIAGAKINGFISHER ULTRA INDIAN DERBY
(Gr. 1) (2,400m) (Terms), 4-y-o only — 4.30: 1. A Star Is Born (2) Suraj Narredu 57, 2. Aries (10) Bhawani 57, 3. Chopin (3) Neeraj 57, 4. Regal Command (8) C.S. Jodha 57, 5. Souza (4) Kaviraj 57, 6. Sun Gold (7) C. Umesh 57, 7. Zarak (5) Dashrath 57, 8. Zuccarelli (9) Trevor 57, 9. Faith Of Success (1) Akshay Kumar 55.5, 10. Miracle (6) P.S. Chouhan 55.5 and 11. Winmylove (11) Antony Raj 55.5.
1. MIRACLE,2. ZUCCARELLI,3. A STAR IS BORNGATEWAY OF INDIA MILLION
(1,400m), Cl. IV, rated 20 to 46 — 5.15: 1. Kinnara (5) Trevor 59, 2. The Awakening (1) Yash Narredu 58.5, 3. Superleggera (3) Suraj Narredu 58, 4. Rubik Star (4) Bhawani 57.5, 5. Pure (7) Parmar 57, 6. Alfayiz (2) C.S. Jodha 54.5, 7. Emrys (8) P.S. Chouhan 54 and 8. Redifined (6) Zervan 53.
1. EMRYS,2. KINNARA,3. SUPERLEGGERA Day’s Best:
SUPERNATURALJackpot: 4, 5, 6, 7 & 8.Treble: (i) 5, 6 & 7. (ii) 6, 7 & 8.Tanala: All races.Super Jackpot: 3, 4, 5, 6, 7 &",0,0,1,0
